Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140,class
1293,0.94,182.1,1.64,1.67,161.72,201.84,182.74,8.26,8.77,8.36,2.52,0.46,0.85,6.78,1.84,0.73,-0.11,240,2925.43,2208,1.54,182.25,1.74,2.12,161.87,202.01,182.88,8.49,9.07,8.75,4,0.46,0.66,6.82,1.18,0.94,-0.11,398,2951.83,building 
127,1.49,121.61,2.54,2.31,187.76,80.9,96.17,13.31,10.36,11.44,2.32,0.74,0.65,6.65,1.33,0.8,0.4,104,2421.36,10866,2.13,151.83,4.36,6.65,200.49,119.22,135.77,40.44,35.42,32.37,1.19,0.9,0.35,8.71,1.31,0.24,0.25,2774,541.8,tree 
3192,0.76,163.74,1.49,1.54,144.31,181.91,165,7.77,8,7.74,1.7,0.51,0.86,6.73,2.2,0.36,-0.12,348,2639.46,5715,1.15,163.71,1.24,1.73,145.19,181.38,164.57,9.29,8.55,8.08,2.27,0.59,0.92,6.93,1.94,0.73,-0.11,522,2160.32,building 
161,2,122.47,2.65,2.72,179.53,87.71,100.17,13.72,10.61,9.91,1.74,0.73,0.6,6.83,1.46,0.56,0.34,138,2255.86,3301,1.52,110.38,3.34,3.65,136.07,93.3,101.78,51.22,37.03,37.21,1.08,0.92,0.64,8.94,1.81,0.03,0.19,838,571.94,tree 
572,0.53,44.84,1.53,2.13,40.11,43.9,50.53,9.53,9.84,9.72,3.58,0.46,0.87,6.88,1.62,0.86,-0.05,204,3568.65,2509,0.75,56,1.62,2.68,49.78,56.15,62.08,33.85,39.18,38.86,7.13,0.79,0.83,7.5,1.08,0.98,-0.06,536,1023.68,shadow 
340,1.3,206.75,2.86,3.01,181.81,218.71,219.73,7.04,7.09,6.78,2.47,0.53,0.68,6.55,1.44,0.8,-0.09,222,3333.25,6421,2.78,224.08,4.51,5.22,205.27,232.92,234.04,18.01,20.44,19.69,3.74,0.83,0.33,7.98,0.81,0.93,-0.06,1672,1152.2,concrete 
1055,0.97,220.56,2.22,2.06,209.78,225.2,226.69,6.38,6.38,6.46,1.39,0.47,0.82,6.43,2.17,0.19,-0.04,268,3007.14,14367,0.94,219.13,1.42,2.17,208.25,224,225.14,10.82,11.55,11.94,1.57,0.7,0.85,6.83,2.24,0.33,-0.04,1040,1322.29,building 
1123,1.23,240.78,2.41,2.55,218.26,252.16,251.92,7.96,4.43,4.62,3.41,0.56,0.7,6.77,1.28,0.93,-0.07,342,2676.58,9891,2.6,238.18,6.35,6.48,218.97,248.23,247.34,11.87,10.34,11.45,2.4,0.74,0.49,7.39,1.2,0.8,-0.06,2576,1766.45,concrete 
589,1.42,221.34,1.81,2.45,200.97,231.12,231.92,6.97,7.69,8.46,4.73,0.26,0.81,6.46,1.29,0.92,-0.07,238,3760.96,2952,0.99,215.23,2.04,2.97,194.01,225.26,226.42,12.28,13.44,13.65,6.7,0.72,0.82,7.11,1.32,0.94,-0.07,646,1624.08,concrete 
344,1.42,162.77,1.99,2.72,187.5,150.24,150.57,18.25,14.3,12.84,6.95,0.75,0.68,7.34,0.9,0.98,0.11,202,1620.22,4911,2.03,148.81,2.49,4.64,190.77,122.09,133.57,33.14,27.07,24.75,2.59,0.88,0.49,8.4,1.19,0.87,0.22,1300,560.43,grass 
112,1.16,127.25,2.09,1.65,167.01,101.24,113.51,21.18,16.73,15.5,1.83,0.82,0.77,6.57,1.57,0.69,0.25,70,1499.41,3947,1.69,89.09,2.34,3.24,88.27,86.89,92.09,49,38.74,38.64,1.56,0.92,0.62,8.87,1.72,0.51,0.01,814,575.95,tree 
1661,1.09,221.1,1.75,2.17,195.07,233.76,234.49,7.87,7.64,7.91,3.27,0.55,0.84,6.72,1.56,0.86,-0.09,354,2631.72,6894,1.84,222.67,2.98,4.46,197.17,235.13,235.71,10.66,10.86,10.75,4.24,0.67,0.5,7.19,0.97,0.95,-0.09,1482,1980.81,concrete 
481,1.83,216.88,3.7,3.24,192.77,228.15,229.72,12.29,12.72,12.94,2.74,0.63,0.44,6.89,1.05,0.9,-0.08,284,2535.05,6894,1.84,222.67,2.98,4.46,197.17,235.13,235.71,10.66,10.86,10.75,4.24,0.67,0.5,7.19,0.97,0.95,-0.09,1482,1980.81,concrete 
241,0.94,165.04,1.62,1.58,224.87,124.46,145.79,10.97,9.96,9.76,2.31,0.73,0.84,6.6,1.65,0.76,0.29,98,1755.72,6660,2.28,176.32,3.56,4.82,197.95,160.81,170.21,42.53,47.92,42.54,2.18,0.92,0.41,8.89,1.1,0.85,0.1,1572,551.04,grass 
1115,1.65,158.72,2.51,2.19,139.72,176.46,159.97,7.61,8.59,7.86,2.04,0.48,0.68,6.7,1.54,0.76,-0.12,292,3078.79,5330,1.12,161.07,1.35,1.84,141.94,178.98,162.3,8.67,9.05,8.45,2.29,0.6,0.87,6.94,1.92,0.74,-0.12,538,2339.39,building 
347,1.36,204.83,3.03,2.85,186.4,212.07,216.01,14.39,11.59,11.96,1.68,0.68,0.54,7.02,1.42,0.75,-0.06,212,2309.07,3816,4.06,168.37,7.69,5.74,183.55,156.14,165.43,51.91,45,41.82,1.32,0.92,0.31,8.62,1.14,0.42,0.08,1418,534.17,concrete 
185,1.58,142.84,2.76,2.79,121.59,151.5,155.42,10.09,10.82,11.53,1.98,0.58,0.6,6.68,1.43,0.67,-0.11,152,3248.17,6860,1.24,124.24,2.07,4.1,107.72,129.9,135.1,32.01,35.74,34.29,6.17,0.83,0.74,8.69,1.14,0.96,-0.09,1358,1060.87,asphalt 
323,1.65,148.71,2.69,3.92,213.16,109.86,123.1,12.49,11.63,11.01,1.03,0.67,0.58,7.3,1.63,0.24,0.32,282,2782.41,1685,2.8,115.89,4.85,4.08,141.67,98.94,107.08,61.84,34.27,35.04,3.76,0.89,0.46,8.51,0.96,0.89,0.18,670,747.5,tree 
711,2.05,44.86,3.31,3.81,51.36,38.54,44.67,8.18,6.01,6.03,1.81,0.65,0.54,6.64,1.36,0.74,0.14,406,2360.27,1310,1.79,49.48,2.17,2.56,57.57,42.17,48.69,12.21,7.57,8,2.19,0.81,0.76,7.14,1.72,0.71,0.15,370,1225.01,shadow 
2114,1.01,29.4,1.49,1.98,22.97,30.57,34.66,6,6,6.46,1.43,0.26,0.87,6.34,2.23,0.3,-0.14,364,3513.38,11871,1.37,36.02,2.03,3.22,28.66,37.59,41.81,11.38,13.85,13.96,2.61,0.78,0.7,7.11,1.49,0.87,-0.13,1404,1402.21,shadow 
48,1.15,139.17,2.25,2.24,184.88,110.23,122.4,18.78,12.88,12.21,3,0.8,0.58,6.02,1.26,0.77,0.25,62,2183.92,3551,1.85,122.13,2.67,4.2,120.76,121.38,124.24,56.39,55.37,52.61,2.05,0.89,0.52,9.09,1.5,0.61,0,1002,783.61,tree 
243,0.67,137.54,1.49,1.38,209.33,90.79,112.51,14.7,10.91,12.37,1.36,0.74,0.87,6.96,1.96,0.48,0.39,86,1919.49,739,1.37,126.34,1.79,2.41,187.4,85.83,105.78,22.64,14.9,16.41,1.81,0.87,0.77,7.98,1.94,0.48,0.37,262,1019.51,tree 
191,1.25,150.62,2.13,1.95,139.9,154.54,157.41,14.63,14.61,13.97,1.84,0.71,0.66,6.86,1.47,0.75,-0.05,108,2296.86,4690,1.81,126.46,3.39,5.51,169.75,98.56,111.07,34.75,27.79,26.28,2.04,0.9,0.58,9.06,1.55,0.64,0.27,1510,708.52,concrete 
910,0.77,233.01,1.95,2.01,207.66,245,246.35,6.38,5.96,6.17,1.83,0.37,0.82,6.43,2.08,0.45,-0.08,242,3325.11,14899,1.76,232.03,3.07,3.93,210.86,241.81,243.42,12.65,14.19,13.03,2.79,0.77,0.54,7.3,1.27,0.85,-0.07,1920,1288.06,concrete 
73,0.69,129.75,1.68,1.7,182.63,95.58,111.05,20.78,13.23,13.96,1.3,0.69,0.81,6.25,1.75,0.39,0.31,58,2601.78,2172,1.75,110.48,3.41,4.12,159.13,78.38,93.92,44.95,25.26,28.18,1.23,0.94,0.51,8.76,1.5,0.35,0.34,768,454.54,tree 
604,2.07,53.47,3.19,3.46,43.95,53.71,62.77,5.87,6.44,6.38,3.05,0.35,0.57,6.27,1.21,0.86,-0.1,340,3769.86,4008,0.9,55.19,1.76,2.5,57.05,50.17,58.35,26.84,15.48,15.93,2.46,0.94,0.78,7.66,1.7,0.82,0.06,632,441.98,shadow 
53,0.45,237.68,1.32,1.37,209.68,251.49,251.87,10.74,4.97,5.21,2.8,0.21,0.89,5.86,1.43,0.83,-0.09,40,5201.2,4587,2.34,137.41,3.37,6.44,140.67,132.43,139.14,44.04,49.25,47.06,3.95,0.77,0.52,9.57,0.94,0.96,0.03,1746,1718.66,car 
309,2.56,63.02,4.33,4.3,54.97,65.64,68.47,9.07,10.26,9.6,2.66,0.58,0.44,6.91,0.98,0.86,-0.09,302,3764.92,6729,1.72,65.5,2.61,4.29,69,60.57,66.92,40.56,24.52,24.54,4.72,0.94,0.49,8.66,0.89,0.97,0.07,1408,427.39,shadow 
156,1.62,109.1,3.04,3.16,157.73,77.65,91.92,11.23,9.88,10.18,1.27,0.74,0.45,6.7,1.42,0.2,0.34,158,2532.74,10116,2.8,139.06,6.1,7.36,173.04,116.74,127.4,41.79,44.21,40.99,1.93,0.88,0.2,9.37,0.91,0.81,0.19,2962,842.47,tree 
259,1.59,147.11,2.54,2.58,213.44,107.1,120.8,13.57,11.48,12.49,2.95,0.75,0.66,7.07,1.24,0.87,0.33,166,1777.47,10116,2.8,139.06,6.1,7.36,173.04,116.74,127.4,41.79,44.21,40.99,1.93,0.88,0.2,9.37,0.91,0.81,0.19,2962,842.47,tree 
611,1.5,41.87,2.64,2.04,38.76,39.98,46.87,7.74,7.58,8.37,2.38,0.5,0.75,6.56,1.61,0.74,-0.02,202,3453.28,1084,1.31,52.61,2.67,2.13,54.94,47.8,55.09,25.66,20.68,20.56,3.09,0.84,0.64,7.6,1.37,0.84,0.07,280,1122.45,shadow 
59,1.08,117.78,1.78,1.69,106.73,118.93,127.68,18.56,16.27,18.87,2.14,0.47,0.76,6.19,1.49,0.62,-0.05,52,4485.66,1278,2.78,166.69,4.83,4.9,146.75,175.48,177.83,47.51,53.47,51.54,1.85,0.87,0.41,8.67,1.23,0.59,-0.09,700,955.25,car 
690,2.58,243.07,4.33,3.22,222.92,253.12,253.16,8.04,3.28,3.22,1.24,0.63,0.38,6.53,1.17,0.77,-0.06,338,2321.89,2910,1.72,235.66,3.07,3.36,216.49,244.86,245.62,16.41,19.03,17.7,1.24,0.74,0.41,7.28,1.56,0.11,-0.06,724,1369.88,concrete 
45,1.23,236.89,1.33,1.42,216.78,244.98,248.91,14.53,9.75,9.39,1.67,0.43,0.82,5.68,1.52,0.58,-0.06,38,5728.91,2720,1.79,97.36,3.05,4.01,84.38,101.37,106.31,31.92,34.81,34.3,2.48,0.86,0.61,8.41,1.4,0.81,-0.09,836,787.86,car 
162,0.16,229.45,1.04,1.14,230.44,236.38,221.52,14.08,15.71,12.16,2.63,0.57,0.97,6.62,1.74,0.74,-0.01,58,2816.21,4790,5.33,197.77,12.19,9.63,188.43,199.64,205.25,43.44,42.02,38.13,3.66,0.86,0.13,8.83,0.57,0.9,-0.03,2666,961.69,concrete 
1294,1.02,235.58,1.73,2.15,202.29,251.94,252.53,6.2,4,3.59,2.52,0.37,0.8,6.37,1.83,0.71,-0.11,310,3252.7,9373,1.08,232.42,1.24,2.34,198.7,248.6,249.95,13.84,14.36,12.44,4.39,0.66,0.88,6.83,1.45,0.92,-0.11,908,1016.22,building 
692,1.14,158.16,1.86,2.11,203.51,127.04,143.92,8.48,7.76,7.69,1.64,0.65,0.79,6.82,1.86,0.64,0.23,222,2274.65,5095,2.39,151.84,5.03,6.89,174.23,134.9,146.4,39.03,36.95,34.14,2.08,0.85,0.47,9.11,1.16,0.73,0.13,1966,1093.47,grass 
31,1.18,142.15,1.94,1.71,183.74,114.26,128.45,23.94,9.96,10.55,1.67,0.75,0.67,5.53,1.34,0.67,0.23,38,2502.43,1153,1.41,110.28,2.37,2.02,120.14,101.78,108.93,63.91,42.63,41.86,1.58,0.93,0.7,8.08,1.76,0.58,0.08,274,481.88,tree 
125,0.84,204.18,1.9,1.61,204.82,204.79,202.94,9.29,10.45,10.28,1.21,0.56,0.78,6.4,1.84,0.27,0,72,3319.47,7350,1.95,165.58,2.51,4.3,179.01,158.46,159.26,21.66,27.29,26.75,3.12,0.85,0.63,8.31,1.39,0.85,0.06,1476,989.23,soil 
637,0.81,225.36,1.99,1.76,200.21,236.58,239.3,6.52,7.16,7.28,1.09,0.48,0.83,6.4,2.14,0.2,-0.08,178,2948.7,18687,2.05,225.48,3.11,3.68,203.12,235.62,237.7,11.93,12.86,12.53,2.8,0.75,0.63,7.3,1.28,0.92,-0.07,2010,1359.36,concrete 
75,0.96,141.11,1.49,1.33,188.56,111.53,123.23,22.95,17.29,17.13,1.75,0.7,0.74,6.34,1.57,0.73,0.26,46,2349.4,3962,2.87,168.8,5.51,3.79,204.11,147.48,154.8,33.41,34.17,29.85,2.06,0.87,0.23,8.35,0.87,0.84,0.16,954,808.23,tree 
192,1.83,76.77,3.85,3.68,62.63,82.01,85.68,6.73,6.03,6.41,1.84,0.35,0.42,6.26,1.14,0.72,-0.13,204,4729.53,13822,2.49,72.61,4.45,5.75,58.78,77.11,81.94,13.96,15.3,15.31,1.87,0.65,0.3,7.36,1.06,0.84,-0.13,2702,1738.23,asphalt 
581,0.91,35.21,2.02,1.7,34.99,32.4,38.25,8.09,6.5,6.2,1.49,0.55,0.76,6.66,1.95,0.4,0.04,164,2679.35,5710,1.54,37.52,1.79,2.68,39.66,32.96,39.95,13.61,9.94,10.14,2.55,0.73,0.78,7.02,1.6,0.82,0.09,810,1146.66,shadow 
4887,1.06,243.37,1.68,2.37,224.89,252.68,252.52,6.7,3.52,3.73,3.35,0.49,0.83,6.52,1.54,0.9,-0.06,662,2792.7,8631,0.42,241.44,1.07,1.28,222.83,251,250.49,12.43,9.5,10.06,3.04,0.7,0.97,6.93,1.83,0.82,-0.06,476,1233.41,building 
423,2.12,65.17,2.81,3.11,52.02,70.17,73.34,7.45,8.1,8.36,1.03,0.3,0.6,6.57,1.63,0.46,-0.15,256,4403.45,6138,1.31,68.14,1.74,3.91,56.46,72.2,75.75,14.01,11.23,11.39,2.7,0.69,0.78,7.14,1.59,0.87,-0.12,1226,1463.07,asphalt 
352,0.77,172.33,1.66,2.72,145.35,185.52,186.13,9.77,9.78,10.03,7.55,0.56,0.85,6.89,1.03,0.98,-0.12,204,2837.59,12991,1.29,173.94,1.94,6.65,146.05,186.52,189.24,15.64,17.22,18.47,45.64,0.77,0.72,7.93,0.37,1,-0.12,3030,1478.89,concrete 
801,1.17,195.41,1.89,3.07,163.07,209.59,213.58,6.7,6.01,6.57,10.07,0.62,0.75,6.43,0.83,0.99,-0.12,348,2452.98,32932,2.2,193.2,3.48,12.26,164.33,206.19,209.08,13.56,13.86,14.57,64.7,0.84,0.56,7.72,0.24,1,-0.11,8896,1126.65,concrete 
566,0.98,227.67,1.9,1.95,198.47,241.67,242.89,5.07,4.8,4.98,1.72,0.61,0.81,5.82,1.9,0.63,-0.1,186,2390.02,24568,2.31,222.04,3.9,6.83,198.12,233.9,234.11,14.11,14.28,14.18,7.63,0.86,0.54,7.36,0.73,0.99,-0.08,4280,830.05,concrete 
418,2.63,139.36,5.53,4.72,188.5,102.86,126.72,14.6,11.87,13,1.85,0.69,0.33,7.49,1.03,0.67,0.29,386,2634.54,5865,2.06,151.7,4.04,5.95,180.34,131.45,143.3,44.88,43.93,39.54,1.99,0.92,0.54,8.98,1.34,0.76,0.16,1822,571.66,tree 
391,3.12,158.25,8,5.03,189.46,139.61,145.68,15.23,12.29,10.49,7.1,0.74,0.33,7.31,0.45,0.99,0.15,398,1694.06,6875,1.52,132.37,2.14,3.59,174.73,104.58,117.79,39.83,41.11,39.86,3.59,0.89,0.64,9.04,1.26,0.93,0.25,1190,763.68,grass 
384,1.33,182.54,2.04,1.96,239.18,141.89,166.54,9.29,10.75,9.78,2.08,0.62,0.77,6.65,1.73,0.69,0.26,154,2396.37,6326,1.92,120.21,2.28,3,154.74,96.05,109.85,56.27,40.47,41.16,1.36,0.94,0.66,8.95,1.73,0.55,0.23,954,413.99,grass 
214,1.32,157.63,2.34,2.32,205.71,127.43,139.73,10.91,7.67,6.46,1.25,0.8,0.72,6.66,1.77,0.46,0.23,136,1395.14,5646,1.92,164.25,2.81,4.93,215.86,128.62,148.26,25.29,22.88,21.6,1.08,0.86,0.65,8.14,1.86,0.2,0.25,1482,807.05,grass 
2766,0.76,234.72,1.45,2.18,199.83,251.85,252.47,6.49,4.9,4.25,1.25,0.28,0.89,6.39,2.3,0.22,-0.12,458,3137.89,7358,0.5,230.46,1.21,1.43,196.87,246.37,248.14,15.8,17.96,16.18,1.39,0.69,0.92,6.96,2.27,0.41,-0.11,490,1058.08,building 
61,0.95,236.19,2.05,2.11,223.87,240.02,244.69,12.81,9.14,9.05,5,0.67,0.67,6.15,0.93,0.97,-0.03,66,2369.66,6946,0.53,231.55,1.48,1.9,199.69,246.77,248.18,14.34,17.8,16.39,1.65,0.68,0.9,6.9,2.25,0.43,-0.11,634,1103.52,building 
214,1.34,74.61,1.47,2.02,59.16,79.63,85.04,8.99,8.77,8.4,1.4,0.2,0.77,6.6,1.84,0.18,-0.15,118,4982.5,13524,2.91,75.96,6.57,5.52,67.47,77.32,83.09,25.56,26.34,26.13,1.47,0.83,0.37,8.37,1.07,0.79,-0.07,2566,1072.75,asphalt 
1558,0.96,32.01,1.66,2.37,25.74,31.93,38.35,5.88,5.85,6.02,3.56,0.41,0.88,6.36,1.6,0.88,-0.11,374,3395.89,7693,0.97,35.83,1.39,3.06,29.02,35.81,42.65,10.48,12.19,12.99,10.42,0.65,0.83,6.86,0.92,0.99,-0.1,1074,1596.93,shadow 
457,1.28,223.94,1.73,2.57,192.53,237.93,241.38,6.76,8.16,8.51,1.2,0.5,0.8,6.51,1.96,0.22,-0.11,220,3266.56,15433,1.64,218.43,2.1,3.51,193.6,229.18,232.5,20.84,20.96,20.64,3.52,0.85,0.63,7.71,1.19,0.94,-0.08,1744,812.15,building 
752,2.95,243.53,4.79,4.45,231.77,249.65,249.17,10.33,6.58,7.5,9.41,0.56,0.38,7.09,0.45,1,-0.04,488,3492.21,3021,2.59,209.38,3.67,5.2,201.71,217.63,208.79,54.2,55.42,52.07,3.54,0.84,0.22,8.2,0.89,0.84,-0.04,1144,1103.57,building 
1154,1.35,58.64,2.16,2.58,47.38,62.2,66.35,6.62,5.71,6.07,2.38,0.37,0.73,6.41,1.65,0.77,-0.14,350,3101.71,19040,4.87,61.96,8.39,6.28,51.48,65.04,69.35,16.76,17.4,17.33,1.88,0.64,0.34,7.36,0.86,0.92,-0.12,3466,1572.33,asphalt 
178,0.62,145.15,1.61,1.65,165.1,136.28,134.08,9.93,6.79,7.15,2.15,0.71,0.88,6.44,1.73,0.72,0.1,88,1923.19,24010,1.9,151.69,2.83,7.73,165.34,145.18,144.54,17.32,16.53,16.32,17.84,0.87,0.57,7.84,0.49,1,0.06,4790,798.31,grass 
593,1.05,155.55,1.9,1.95,190.91,132.27,143.47,9.73,9,7.96,1.96,0.77,0.75,6.89,1.81,0.61,0.18,190,1670.56,2960,2.06,154.64,3.09,3.67,184.02,136.3,143.59,12.9,11.76,10.96,4.51,0.81,0.66,7.49,1.16,0.9,0.15,798,1281.2,grass 
598,1.07,225.31,2.25,2.33,199.29,237.18,239.45,4.98,5.74,5.68,2.33,0.57,0.73,5.87,1.76,0.67,-0.09,228,2648.33,28702,1.86,227.76,2.35,3.52,203.21,239.13,240.93,8.31,9.88,9.56,1.44,0.76,0.76,6.49,1.94,0.6,-0.08,2384,1223.34,concrete 
828,1.36,234.49,2.19,2.07,199.88,251.04,252.55,6.57,4.97,3.83,1.71,0.46,0.71,6.5,1.72,0.69,-0.11,238,3209.01,6083,3.51,235.04,5.63,4.03,209.47,246.96,248.68,17.9,12.02,10.09,2.88,0.84,0.41,7.84,1.01,0.72,-0.08,1258,1063.07,building 
571,0.8,165.65,1.39,1.97,186.72,155.04,155.2,10.84,10.82,10.79,2.44,0.54,0.86,7.12,1.91,0.65,0.09,188,2881.78,10743,1.96,173.27,2.64,5.12,201.62,154.37,163.82,30.91,29.65,26.53,6.52,0.9,0.59,8.61,0.88,0.98,0.13,2124,670.61,grass 
233,2.88,98.18,4.94,4.09,82.73,103.81,108,8.67,9.66,9.82,1.84,0.63,0.4,6.79,1.19,0.62,-0.11,250,3386.73,2494,2.43,103.68,3.09,2.87,92.05,106.92,112.07,40.07,37.12,36.97,1.72,0.91,0.53,8.72,1.66,0.45,-0.07,574,652.89,asphalt 
22,0,226.86,1.09,1.07,198.14,237.09,245.36,16.63,16.85,16.06,1.5,0.47,0.93,4.92,1.58,0.36,-0.09,20,4902.51,5718,2.28,105.22,4,5.18,110.36,98.87,106.41,51.48,43.57,42.69,1.98,0.9,0.37,9.07,1.22,0.68,0.05,1568,751.04,car 
78,0.91,227.78,1.38,1.64,196.65,242.55,244.13,14.04,13.92,12.81,3,0.37,0.84,6.08,1.45,0.82,-0.1,58,5319.39,5428,3.07,153.34,5.44,7.19,159.76,149.54,150.73,50.03,53.7,48.68,2.23,0.84,0.29,9.25,0.94,0.88,0.03,2120,1170.97,car 
1042,1.64,233.42,2.41,2.76,195.11,251.58,253.58,4.21,3.06,2.1,3.23,0.5,0.62,5.68,1.24,0.91,-0.13,356,2951.52,11763,0.63,226.16,1.19,1.47,190.91,241.95,245.62,11.42,13.96,13.05,1.61,0.77,0.96,6.7,2.25,0.48,-0.12,636,910.64,building 
65,0.21,131.76,1.23,1.12,182.75,95.2,117.32,14.64,15.24,14.83,1.25,0.68,0.88,6.11,1.88,0.19,0.31,36,2738.38,6939,1.51,108.45,3.03,2.61,142.19,84.74,98.43,46.86,31.25,31.84,2.43,0.94,0.66,9.17,1.37,0.92,0.25,870,438.78,tree 
756,1.03,70.45,2.4,2.36,58.86,73.05,79.45,8.1,7.7,8,2.4,0.57,0.75,6.71,1.64,0.77,-0.11,260,2870.95,2644,1.31,70.37,2.05,2.83,62.73,70.54,77.83,28.44,23.43,23.93,2.57,0.85,0.76,7.91,1.56,0.82,-0.06,582,797.59,asphalt 
309,0.95,128.49,1.91,2.08,187.95,91.16,106.35,17.42,13.76,13.28,1.44,0.75,0.79,7.33,1.93,0.44,0.35,146,2024,3112,1.54,86.76,2.9,3.93,117.68,65.59,77.02,48.83,25.21,26.76,2.27,0.94,0.66,8.86,1.56,0.8,0.28,878,462.09,tree 
234,1.23,145.59,2.15,2.19,195.18,107.02,134.56,13.46,10.02,10.86,1.14,0.7,0.66,6.95,1.78,0.43,0.29,134,2198.52,6942,2.01,142.93,3.58,5.02,186.36,112.85,129.59,39.3,33.34,31.89,1.97,0.91,0.53,9.22,1.39,0.72,0.25,1672,677.15,tree 
2189,1.49,237.39,1.77,2.18,206.73,252.65,252.79,5.94,3.65,3.41,1.38,0.25,0.8,6.3,2.14,0.41,-0.1,408,3452.36,10602,0.7,233.8,1.44,2.55,203.68,248.38,249.34,16.32,17.19,15.48,3.38,0.62,0.85,6.92,1.61,0.88,-0.1,1050,1208.19,building 
148,1.25,102.48,2.17,1.89,157.99,68.34,81.1,17.7,11.75,13.04,2.1,0.79,0.72,6.85,1.54,0.73,0.4,92,1739.57,3195,1.44,135.51,2.57,4.22,182.04,104.36,120.14,34.09,30.82,30.59,2.81,0.89,0.7,8.97,1.4,0.88,0.27,954,798.11,tree 
1006,1.17,236.35,2.43,3.11,204.87,251.77,252.4,6.52,4.52,4.1,2.23,0.43,0.75,6.34,1.73,0.73,-0.1,394,2881.24,6070,0.61,232.53,1.4,2.3,202.02,246.87,248.7,14.79,16.27,14.75,1.43,0.63,0.86,6.83,2.26,0.32,-0.1,716,1082.1,building 
257,2.38,78.42,3.49,2.99,65.89,82.02,87.34,13.5,13.35,13.1,1.14,0.47,0.59,6.96,1.47,0.45,-0.11,192,3845.91,9178,2.06,90.49,3.97,7.22,79.38,93.32,98.76,29.44,29.81,29.49,3.64,0.76,0.59,8.67,1.07,0.94,-0.08,2766,1538.74,asphalt 
61,1.05,225.8,1.28,1.41,202.15,236.05,239.2,30.78,21.1,20.14,2.17,0.54,0.86,6.05,1.55,0.73,-0.08,44,4347.03,4174,2.47,132.24,4.13,6.33,123.93,134.06,138.72,43.99,40.12,39.3,1.38,0.86,0.46,9.28,1.4,0.46,-0.04,1636,1025.39,car 
608,2.08,237.84,2.75,2.33,214.42,249.34,249.76,10.84,7.55,6.73,2.97,0.58,0.55,7.07,1.11,0.9,-0.08,230,2891.86,7967,0.99,209.02,1.66,3.02,197.07,215.01,214.99,26.92,30.24,30.22,1.4,0.82,0.81,8.14,2.13,0.44,-0.04,1080,894.57,concrete 
741,1.18,60.4,2.31,2.33,48.16,64.14,68.91,6.86,7.44,7.58,3.03,0.37,0.76,6.51,1.47,0.87,-0.14,254,3597.24,9200,2.47,64.19,4.25,4.41,51.69,68.27,72.61,11.27,12.52,12.53,1.19,0.59,0.46,7.17,1.44,0.27,-0.14,1692,2014.35,asphalt 
354,1.63,230.13,2.62,2.9,202.94,243.73,243.72,4.86,5.24,5.24,1.56,0.54,0.77,5.81,1.75,0.51,-0.09,218,3124.84,20770,2.19,232.03,3.5,4.78,206.27,244.79,245.03,10.39,8.98,8.79,4.51,0.84,0.43,6.95,0.83,0.98,-0.09,2758,1037.33,concrete 
742,1.23,44.31,1.73,1.95,55.85,34.3,42.78,8.81,6.8,7.18,1.18,0.74,0.81,6.48,2.03,0.33,0.24,212,1639.22,7040,2.63,61.05,4.44,5.53,70.6,51.91,60.65,31.45,19.5,19.98,3.16,0.94,0.31,8.58,0.9,0.87,0.15,1856,450.19,shadow 
432,1.57,75.73,1.76,2.29,60.72,80.2,86.27,10.98,9.39,10,1.43,0.64,0.67,6.63,1.69,0.45,-0.14,190,2445.69,4539,1.86,80.29,2.66,4.73,67.38,83.72,89.78,18.54,19.94,19.45,3.06,0.81,0.59,7.99,1.28,0.87,-0.11,1274,1343.25,asphalt 
1054,1.03,212.14,2.08,2.53,188.08,223.99,224.36,6.8,6.89,6.54,4.88,0.47,0.8,6.48,1.26,0.95,-0.09,328,2802.52,5437,1.4,212.2,2.17,2.58,190.15,222.64,223.8,13.01,13.47,12.38,5.57,0.77,0.66,7.3,1,0.97,-0.08,760,1259.96,concrete 
85,0.26,78.64,1.22,1.14,63.72,83.35,88.85,7.89,9.37,8.9,1.63,0.5,0.89,5.76,1.88,0.36,-0.13,42,3980.09,6120,2.37,68.11,3.81,5.33,71.06,63.43,69.86,32.08,26.12,25.59,4.93,0.88,0.47,8.83,0.83,0.96,0.06,1668,914.37,asphalt 
542,0.83,46.36,1.79,2.23,40.48,45.97,52.63,7.17,6.9,7.36,2,0.52,0.83,6.49,2,0.45,-0.06,208,2730.86,2798,1.3,48.09,1.73,3.01,47.26,44.83,52.2,17.96,10.93,11.78,2.5,0.86,0.76,7,1.64,0.82,0.03,636,589.28,shadow 
